origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
automotive,312,,,,,,,,,,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Multiple times per day,A moderate problem,Very Often,Rarely,Very Often,Very Often,Always,Sometimes,Creates negative bias towards testing for developers,,,Sometimes,Very Often,Sometimes,Sometimes,Rarely,Very Often,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very Often,Very Often,Rarely,Very Often,Rarely,Never,Never,Very Often,,,,Always,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Very Often,Automatically rerun tests that failed because of test environment issues,,,
automotive,313,,,,,,,,,,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Checked,Checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A minor problem,Rarely,Rarely,Sometimes,Sometimes,Very Often,Sometimes,,,,Never,Sometimes,Very Often,Rarely,Never,Very Often,Rarely,Never,Never,Never,Never,Never,Rarely,Very Often,Very Often,Never,Never,Never,Never,Never,Rarely,,,,Very Often,Very Often,Never,Never,Never,Never,Never,Never,Very Often,Sometimes,Never,Very Often,,,,Something that can spot a flaky test before they even run
automotive,314,,,,,,,,,,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Sometimes,Sometimes,Always,Always,Always,Always,loss of confidence of testing in general,,,Never,Sometimes,Sometimes,Very Often,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,Sometimes,Never,Never,Never,Always,Never,Never,Never,Never,Never,Never,Never,rewrite flaky test,,,"No tool per se, you want the assertion that failed to have enough detail to it that would reduce the time taken to understand the cause of the failure, i.e logging that explains the setup of the test and information gathered while executing. this includes semi detailed logs of events during testing"
automotive,315,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,21 - 100,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A minor problem,Always,Sometimes,Very Often,Sometimes,Sometimes,Rarely,,,,Very Often,Sometimes,Very Often,Rarely,Rarely,Very Often,Rarely,Rarely,Rarely,Sometimes,Not answered,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Very Often,Rarely,Sometimes,Rarely,Rarely,,,,Always,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,,,,
automotive,316,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Monthly,A moderate problem,Sometimes,Very Often,Very Often,Very Often,Very Often,Very Often,,,,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Never,,,,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,,,,
automotive,317,,,,,,,,,,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100k - 1M LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Very Often,Never,Sometimes,Rarely,Very Often,Sometimes,,,,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,,,,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,,,,A tool to visualize flakiness
automotive,318,,,,,,,,,,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,6 - 10,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Sometimes,Very Often,Very Often,Very Often,Very Often,,,,Very Often,Very Often,Very Often,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,Very Often,Not answered,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,,,,
automotive,319,,,,,,,,,,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,11 - 20,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,,,,Always,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,,,,
automotive,320,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Weekly,A serious problem,Very Often,Very Often,Sometimes,Always,Sometimes,Sometimes,,,,Not answered,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,,,,Very Often,Rarely,Rarely,Very Often,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,,,,
automotive,321,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Monthly,A serious problem,Sometimes,Never,Always,Always,Always,Always,,,,Very Often,Sometimes,Sometimes,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Very Often,Never,Tests have shared state and rely on execution order,,,Always,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Always,Debug & Fix,,,
automotive,322,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A serious problem,Never,Never,Always,Very Often,Always,Always,,,,Very Often,Very Often,Rarely,Sometimes,Rarely,Very Often,Very Often,Always,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very Often,Sometimes,Sometimes,Sometimes,Not answered,,,,Sometimes,Sometimes,Sometimes,Always,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,,,,
automotive,323,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,100k - 1M LOC,More than 100 developers,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,A few times a year,A serious problem,Very Often,Rarely,Always,Always,Always,Very Often,,,,Not answered,Very Often,Not answered,Very Often,Not answered,Sometimes,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,Very Often,Very Often,Sometimes,Not answered,Sometimes,Sometimes,Not answered,Sometimes,,,,Very Often,Sometimes,Never,Always,Sometimes,Rarely,Always,Rarely,Rarely,Rarely,Rarely,Always,,,,
automotive,324,,,,,,,,,,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,21 - 100,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Monthly,A serious problem,Not answered,Not answered,Always,Not answered,Very Often,Very Often,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,Not answered,Not answered,Not answered,Very Often,,,,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Not answered,Very Often,,,,"All the test failures should be analyzed thoroughly, conclusions should be drawn from this analysis and the authors of such tests should be forced by management to fix them and also learn all the details about the causes of the failure such that they don't write such tests anymore."
automotive,325,,,,,,,,,,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,more than 10M LOC,More than 100 developers,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Very Often,Sometimes,Rarely,Rarely,Rarely,,,,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,,,,Very Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,,,,
automotive,326,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Weekly,A serious problem,Always,Sometimes,Very Often,Sometimes,Very Often,Very Often,Loss of trust in the CI system,,,Rarely,Never,Very Often,Very Often,Never,Sometimes,Not answered,Sometimes,Not answered,Not answered,Not answered,Not answered,Not answered,Sometimes,Sometimes,Not answered,Sometimes,Very Often,Sometimes,Not answered,Not answered,Test order impacts results (e.g. detected by shuffling),,,Always,Sometimes,Very Often,Very Often,Sometimes,Very Often,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,,,,
automotive,327,,,,,,,,,,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,1M - 10M LOC,More than 100 developers,Checked,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,Daily,A serious problem,Very Often,Rarely,Always,Rarely,Always,Always,,,,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Very Often,Sometimes,Very Often,Rarely,Rarely,Rarely,Rarely,Sometimes,Very Often,Very Often,Never,Very Often,Sometimes,Sometimes,Rarely,Rarely,,,,Very Often,Rarely,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,,,,
automotive,328,,,,,,,,,,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,more than 10M LOC,More than 100 developers,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A serious problem,Very Often,Never,Very Often,Very Often,Very Often,Very Often,,,,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Very Often,Never,Sometimes,Never,Never,Never,Sometimes,,,,Very Often,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,,,,
automotive,329,,,,,,,,,,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Rarely,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,,,,Sometimes,Very Often,Very Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Very Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very Often,Rarely,Sometimes,,,,Rarely,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Always,Never,Never,Sometimes,Sometimes,Never,,,,
